OBJECTID,Join_Count,TARGET_FID,JOIN_FID,Station_ID,State,Network,Station_Na,Latitude,Longitude,Elevation,HUC2__2_di,HUC2_Name,HUC4__4_di,HUC4_Name,HUC6__6_di,HUC6_Name,HUC8__8_di,HUC8_Name,HUC10__10_,HUC10_Name,HUC12__12_,HUC12_Name,Report_Tim,Start_Date,End_Date,AREA,PERIMETER,OBJECTID_1,LEVEL2,LEVEL1,LEVEL3,Shape_Leng,OID_,NAME,Area_2,Hectares,PLY_HITS,SumPaAr,PctEcoRgn,NAME_L1,NAME_L2,Label
276,1,276,44,489,ID,SNOTEL,Galena,43.877220000000001,-114.672499999999999,7470,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040219,Big Wood,1704021901,Bakers Creek-Big Wood River,170402000000.000000000000000,Headwaters Big Wood River,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,276,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
277,0,277,-1,429,AK,SNOTEL,Galena AK,64.696619999999996,-156.714969999999994,410,19,Alaska Region,1909,Lower Yukon River,190902,Melozitna River-Yukon River,19090205,Galena-Yukon River,1909020511,Pilot Mountain Slough-Yukon River,190902000000.000000000000000,Louden Slough-Yukon River,-9,8/16/2018 0:00:00,1/1/2100 0:00:00,,,277,,,,,,,,,,,,,,
278,1,278,44,490,ID,SNOTEL,Galena Summit,43.874969999999998,-114.713629999999995,8780,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040219,Big Wood,1704021901,Bakers Creek-Big Wood River,170402000000.000000000000000,Headwaters Big Wood River,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,278,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
279,1,279,22,491,NM,SNOTEL,Gallegos Peak,36.194459999999999,-105.557950000000005,9800,13,Rio Grande Region,1302,Rio Grande-Elephant Butte,130201,Upper Rio Grande,13020101,Upper Rio Grande,1302010105,Rio Grande del Rancho,130201000000.000000000000000,Headwaters Rio Grande de Rancho,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,279,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
280,1,280,9,1114,UT,SNOTEL,Garden City Summit,41.921500000000002,-111.469300000000004,7705,16,Great Basin Region,1601,Bear,160102,Lower Bear,16010201,Bear Lake,1601020101,Big Creek-Frontal Bear Lake,160102000000.000000000000000,Garden City Canyon-Frontal Bear River,-8,10/1/2009 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,280,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
281,1,281,11,1066,UT,SNOTEL,Gardner Peak,37.400829999999999,-113.459879999999998,8322,15,Lower Colorado Region,1501,Lower Colorado-Lake Mead,150100,Lower Colorado-Lake Mead,15010008,Upper Virgin,1501000807,Upper Santa Clara River,150100000000.000000000000000,Grass Valley Creek,-8,10/1/2004 0:00:00,1/1/2100 0:00:00,625820864.000000000000000,112990.740000000005239,281,6.200000000000000,6,6.2.13,112990.745714000004227,70,Wasatch and Uinta Mountains,625820861.106999993324280,62582,47,593290088.351999998092651,94,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
282,1,282,44,492,ID,SNOTEL,Garfield R.S.,43.610399999999998,-113.930800000000005,6560,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040221,Little Wood,1704022103,Muldoon Creek,170402000000.000000000000000,Upper Muldoon Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,282,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
283,1,283,22,1173,NM,SNOTEL,Garita Peak,36.005000000000003,-106.548379999999995,10160,13,Rio Grande Region,1302,Rio Grande-Elephant Butte,130202,Rio Grande-Elephant Butte,13020202,Jemez,1302020202,Upper Jemez River,130202000000.000000000000000,Headwaters San Antonio Creek,-8,9/23/2016 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,283,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
284,1,284,45,918,MT,SNOTEL,Garver Creek,48.975230000000003,-115.819149999999993,4250,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170101,Kootenai,17010103,Yaak,1701010302,Middle Yaak River,170101000000.000000000000000,Upper West Fork Yaak River,-8,10/1/1968 0:00:00,1/1/2100 0:00:00,179000000000.000000000000000,4034976.500000000000000,284,6.200000000000000,6,6.2.3,4034976.375150000210851,60,Columbia Mountains/Northern Rockies,178711091686.000000000000000,17871109,4702,58104385821.500000000000000,32,Northwestern Forested Mountains,Western Cordillera,6.2.3: Columbia Mountains/Northern Rockies
285,1,285,9,1221,UT,SNOTEL,GBRC HQ,39.320189999999997,-111.488270000000000,8801,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030004,San Pitch,1603000403,Middle San Pitch River,160300000000.000000000000000,Ephraim Creek,-8,10/1/2012 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,285,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
286,1,286,9,1222,UT,SNOTEL,GBRC Meadows,39.302289999999999,-111.453829999999996,9858,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030004,San Pitch,1603000403,Middle San Pitch River,160300000000.000000000000000,Ephraim Creek,-8,10/1/2012 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,286,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
287,1,287,5,1151,UT,SNOTEL,George Creek,41.915619999999997,-113.411540000000002,8964,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040210,Raft,1704021004,George Creek-Raft River,170402000000.000000000000000,George Creek,-8,10/1/2010 0:00:00,1/1/2100 0:00:00,142000000000.000000000000000,4208281.000000000000000,287,10.100000000000000,10,10.1.3,4208280.980340000241995,135,Northern Basin and Range,141971219172.000000000000000,14197122,4279,105832010818.000000000000000,74,North American Deserts,Cold Deserts,10.1.3: Northern Basin and Range
288,1,288,47,945,OR,SNOTEL,Gerber Reservoir,42.206200000000003,-121.133399999999995,4890,18,California Region,1801,Klamath-Northern California Coastal,180102,Klamath,18010204,Lost,1801020405,Gerber Reservoir-Miller Creek,180102000000.000000000000000,Gerber Reservoir,-8,10/1/1998 0:00:00,1/1/2100 0:00:00,56100000000.000000000000000,2794705.000000000000000,288,6.200000000000000,6,6.2.8,2794705.023320000153035,65,Eastern Cascade Slopes and Foothills,56075800204.199996948242188,5607580,2447,30919379421.000000000000000,55,Northwestern Forested Mountains,Western Cordillera,6.2.8: Eastern Cascade Slopes and Foothills
289,0,289,-1,493,ID,SNOTEL,Giveout,42.413200000000003,-111.166300000000007,6930,16,Great Basin Region,1601,Bear,160102,Lower Bear,16010201,Bear Lake,1601020104,Montpelier Creek-Bear River,160102000000.000000000000000,Upper Montpelier Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,,,289,,,,,,,,,,,,,,
290,1,290,22,1057,CO,SNOTEL,Glen Cove,38.875830000000001,-105.073670000000007,11460,11,Arkansas-White-Red Region,1102,Upper Arkansas,110200,Upper Arkansas,11020003,Fountain,1102000302,Upper Fountain Creek,110200000000.000000000000000,Headwaters Fountain Creek,-8,8/1/2004 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,290,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
291,0,291,-1,962,AK,SNOTEL,Gobblers Knob,66.745000000000005,-150.667499999999990,2030,19,Alaska Region,1909,Lower Yukon River,190901,Koyukuk River,19090102,South Fork Koyukuk River,1909010204,Prospect Creek,190901000000.000000000000000,Outlet Prospect Creek,-9,10/1/1996 0:00:00,1/1/2100 0:00:00,,,291,,,,,,,,,,,,,,
292,1,292,4,1195,NV,SNOTEL,Golconda,40.883580000000002,-117.588120000000004,6616,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040108,Lower Humboldt,1604010801,Rock Creek-Humboldt River,160401000000.000000000000000,Pole Creek,-8,10/1/2011 0:00:00,1/1/2100 0:00:00,310000000000.000000000000000,4407855.500000000000000,292,10.100000000000000,10,10.1.5,4407855.411620000377297,137,Central Basin and Range,309655490132.000000000000000,30965549,8198,223760372558.000000000000000,72,North American Deserts,Cold Deserts,10.1.5: Central Basin and Range
293,1,293,45,1159,WA,SNOTEL,Gold Axe Camp,48.951599999999999,-118.986400000000003,5360,17,Pacific Northwest Region,1702,Upper Columbia,170200,Upper Columbia,17020002,Kettle,1702000212,Toroda Creek,170200000000.000000000000000,Lower Toroda Creek,-8,10/1/2010 0:00:00,1/1/2100 0:00:00,179000000000.000000000000000,4034976.500000000000000,293,6.200000000000000,6,6.2.3,4034976.375150000210851,60,Columbia Mountains/Northern Rockies,178711091686.000000000000000,17871109,4702,58104385821.500000000000000,32,Northwestern Forested Mountains,Western Cordillera,6.2.3: Columbia Mountains/Northern Rockies
294,1,294,46,494,OR,SNOTEL,Gold Center,44.763800000000003,-118.311700000000002,5410,17,Pacific Northwest Region,1707,Middle Columbia,170702,John Day,17070202,North Fork John Day,1707020202,Granite Creek,170702000000.000000000000000,Bull Run Creek,-8,10/1/1979 0:00:00,1/1/2100 0:00:00,70800000000.000000000000000,2071008.000000000000000,294,6.200000000000000,6,6.2.9,2071007.989820000017062,66,Blue Mountains,70756821948.899993896484375,7075682,3716,37742788243.099998474121094,53,Northwestern Forested Mountains,Western Cordillera,6.2.9: Blue Mountains
295,1,295,45,1256,WA,SNOTEL,Gold Mountain,48.189340000000001,-118.455900000000000,4390,17,Pacific Northwest Region,1702,Upper Columbia,170200,Upper Columbia,17020001,Franklin D. Roosevelt Lake,1702000117,Wilmont Creek-Franklin D Roosevelt Lake,170200000000.000000000000000,Wilmont Creek,-8,10/8/2010 0:00:00,1/1/2100 0:00:00,179000000000.000000000000000,4034976.500000000000000,295,6.200000000000000,6,6.2.3,4034976.375150000210851,60,Columbia Mountains/Northern Rockies,178711091686.000000000000000,17871109,4702,58104385821.500000000000000,32,Northwestern Forested Mountains,Western Cordillera,6.2.3: Columbia Mountains/Northern Rockies
296,1,296,9,495,UT,SNOTEL,Gooseberry RS,38.800339999999998,-111.683329999999998,7944,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030003,Middle Sevier,1603000304,Salina Creek,160300000000.000000000000000,Gooseberry Creek,-8,6/27/1979 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,296,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
297,1,297,9,1184,UT,SNOTEL,Gooseberry RS Up,38.788200000000003,-111.688919999999996,8396,16,Great Basin Region,1603,Escalante Desert-Sevier Lake,160300,Escalante Desert-Sevier Lake,16030003,Middle Sevier,1603000304,Salina Creek,160300000000.000000000000000,Gooseberry Creek,-8,10/1/2011 0:00:00,1/1/2100 0:00:00,44700000000.000000000000000,2717030.200000000186265,297,6.200000000000000,6,6.2.13,2717030.170359999872744,70,Wasatch and Uinta Mountains,44678389660.400001525878906,4467839,3964,30088257535.200000762939453,67,Northwestern Forested Mountains,Western Cordillera,6.2.13: Wasatch and Uinta Mountains
298,1,298,44,496,ID,SNOTEL,Graham Guard Sta.,43.953800000000001,-115.273870000000002,5690,17,Pacific Northwest Region,1705,Middle Snake,170501,Middle Snake-Boise,17050111,North and Middle Forks Boise,1705011103,Upper North Fork Boise River,170501000000.000000000000000,Big Silver Creek-North Fork Boise River,-8,10/1/1978 0:00:00,1/1/2100 0:00:00,60100000000.000000000000000,1827047.699999999953434,298,6.200000000000000,6,6.2.15,1827047.652819999959320,72,Idaho Batholith,60148719955.800003051757813,6014872,1602,54884009030.000000000000000,91,Northwestern Forested Mountains,Western Cordillera,6.2.15: Idaho Batholith
299,1,299,34,1082,WY,SNOTEL,Grand Targhee,43.779330000000002,-110.927830000000000,9260,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040204,Teton,1704020402,Teton Basin,170402000000.000000000000000,Spring Creek,-8,8/21/2006 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,299,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
300,0,300,-1,956,AK,SNOTEL,Grandview,60.608319999999999,-149.063130000000001,1100,19,Alaska Region,1902,South Central Alaska,190203,Kenai Peninsula,19020302,Upper Kenai Peninsula,1902030210,Trail River,190203000000.000000000000000,Headwaters Trail Creek,-9,10/1/1982 0:00:00,1/1/2100 0:00:00,,,300,,,,,,,,,,,,,,
301,1,301,34,497,WY,SNOTEL,Granite Creek,43.342979999999997,-110.434950000000001,6770,17,Pacific Northwest Region,1704,Upper Snake,170401,Snake Headwaters,17040103,Greys-Hobock,1704010303,Upper Hoback River,170401000000.000000000000000,Muddy Creek,-8,10/1/1987 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,301,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
302,0,302,-1,963,AK,SNOTEL,Granite Crk,63.943820000000002,-145.399930000000012,1240,19,Alaska Region,1908,Middle Yukon River,190803,Tanana River,19080303,Healy Lake-Tanana River,1908030313,Clearwater Creek,190803000000.000000000000000,Granite Creek,-9,11/1/1985 0:00:00,1/1/2100 0:00:00,,,302,,,,,,,,,,,,,,
303,1,303,5,498,NV,SNOTEL,Granite Peak,41.670319999999997,-117.566680000000005,8503,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040109,Little Humboldt,1604010906,Big Cottonwood Creek,160401000000.000000000000000,Indian Creek,-8,10/1/1980 0:00:00,1/1/2100 0:00:00,142000000000.000000000000000,4208281.000000000000000,303,10.100000000000000,10,10.1.3,4208280.980340000241995,135,Northern Basin and Range,141971219172.000000000000000,14197122,4279,105832010818.000000000000000,74,North American Deserts,Cold Deserts,10.1.3: Northern Basin and Range
304,1,304,34,499,WY,SNOTEL,Grassy Lake,44.126120000000000,-110.834350000000001,7265,17,Pacific Northwest Region,1704,Upper Snake,170402,Upper Snake,17040203,Lower Henrys,1704020302,Upper Fall River,170402000000.000000000000000,Mountain Ash Creek,-8,9/1/1962 0:00:00,1/1/2100 0:00:00,134000000000.000000000000000,3913764.200000000186265,304,6.200000000000000,6,6.2.10,3913764.233450000174344,67,Middle Rockies,133880389297.000000000000000,13388039,4843,96748903179.399993896484375,72,Northwestern Forested Mountains,Western Cordillera,6.2.10: Middle Rockies
305,1,305,43,500,MT,SNOTEL,Grave Creek,48.914529999999999,-114.766630000000006,4300,17,Pacific Northwest Region,1701,Kootenai-Pend Oreille-Spokane,170101,Kootenai,17010101,Middle Kootenai,1701010108,Libby Creek,170101000000.000000000000000,Upper Grave Creek,-8,10/1/1968 0:00:00,1/1/2100 0:00:00,105000000000.000000000000000,3552727.000000000000000,305,6.200000000000000,6,6.2.4,3552726.910310000181198,61,Canadian Rockies,104576356933.000000000000000,10457636,373,52702792361.099998474121094,50,Northwestern Forested Mountains,Western Cordillera,6.2.4: Canadian Rockies
306,0,306,-1,501,WY,SNOTEL,Grave Springs,43.466430000000003,-107.239769999999993,8550,10,Missouri Region,1009,Powder-Tongue,100902,Powder,10090201,Middle Fork Powder,1009020101,Upper Middle Fork Powder River,100902000000.000000000000000,Upper Buffalo Creek,-8,10/1/1991 0:00:00,1/1/2100 0:00:00,,,306,,,,,,,,,,,,,,
307,1,307,22,1058,CO,SNOTEL,Grayback,37.470329999999997,-106.537830000000000,11620,13,Rio Grande Region,1301,Rio Grande Headwaters,130100,Rio Grande Headwaters,13010002,Alamosa-Trinchera,1301000201,Pinos Creek,130100000000.000000000000000,East Fork Pinos Creek,-8,9/1/2004 0:00:00,1/1/2100 0:00:00,144000000000.000000000000000,5410028.000000000000000,307,6.200000000000000,6,6.2.14,5410027.891010000370443,71,Southern Rockies,144347694381.000000000000000,14434769,11884,88090710613.100006103515625,61,Northwestern Forested Mountains,Western Cordillera,6.2.14: Southern Rockies
308,1,308,47,502,WA,SNOTEL,Green Lake,46.547409999999999,-121.170929999999998,5920,17,Pacific Northwest Region,1703,Yakima,170300,Yakima,17030003,Lower Yakima,1703000301,Ahtanum Creek,170300000000.000000000000000,Headwaters North Fork Ahtnum Creek,-8,10/1/1981 0:00:00,1/1/2100 0:00:00,56100000000.000000000000000,2794705.000000000000000,308,6.200000000000000,6,6.2.8,2794705.023320000153035,65,Eastern Cascade Slopes and Foothills,56075800204.199996948242188,5607580,2447,30919379421.000000000000000,55,Northwestern Forested Mountains,Western Cordillera,6.2.8: Eastern Cascade Slopes and Foothills
309,1,309,4,503,NV,SNOTEL,Green Mountain,40.384799999999998,-115.527569999999997,8185,16,Great Basin Region,1604,Black Rock Desert-Humboldt,160401,Humboldt,16040103,South Fork Humboldt,1604010304,Smith Creek,160401000000.000000000000000,Corral Creek,-8,10/1/1980 0:00:00,1/1/2100 0:00:00,310000000000.000000000000000,4407855.500000000000000,309,10.100000000000000,10,10.1.5,4407855.411620000377297,137,Central Basin and Range,309655490132.000000000000000,30965549,8198,223760372558.000000000000000,72,North American Deserts,Cold Deserts,10.1.5: Central Basin and Range
